koi_disposition,koi_pdisposition,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_quarters,koi_bin_oedp_sig,koi_model_dof,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
CANDIDATE,CANDIDATE,3.84615171,133.3817,2454966.382,0.0,,0.153,2.24,,137.1,0.010763,2.88667,1.14,0.0488,89.33,1199.0,487.47,13.12,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,8.358705,8.272861,9.3,1,345.0,1.0,11111111111111111000000000000000,0.6313,,,6106.0,4.487,-0.16,0.966,1.043,,299.07507,41.94223,15.256,15.736,15.214,15.05,14.982,14.057,13.785,13.746,0.801,19.938343,41.94237,0.2,0.5,0.0,-6e-05,0.7,0.54,0.9,0.6,0.46,0.8
CANDIDATE,CANDIDATE,1.28940823,132.0764,2454965.076,0.0,,0.628,3.652,,32.1,0.005428,0.13083,2.48,0.0286,73.86,3112.0,22119.66,2.26,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.268,0.4033,3.5318947,7.9696865,10.3,1,803.0,1.0,11110111011101110000000000000000,0.6049,,,5826.0,3.465,0.18,4.189,1.865,,283.77316,42.070862,13.897,14.224,13.855,13.757,13.736,12.874,12.592,12.562,0.0,18.918238,42.07002,1.1,-3.0,-2.7e-05,8.2e-05,1.03,0.12,1.04,1.03,0.03,1.03
CANDIDATE,CANDIDATE,498.27269,146.1528,2454979.153,0.0,,0.0481,8.92,,534.0,0.020824,6.27252,2.12,1.2449,89.95,214.0,0.5,435.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2374,0.4481,6.9312634,7.8853397,6.6,1,3.0,2.0,11111111111111111000000000000000,,,,5618.0,4.514,0.26,0.932,1.033,,286.60938,42.063229,15.477,16.075,15.374,15.22,15.128,14.133,13.769,13.591,0.183,19.107296,42.06299,0.1,-0.9,0.0003,0.00074,0.79,-0.15,0.8,0.9,-0.2,0.92
CANDIDATE,CANDIDATE,11.0495766,138.535,2454971.535,0.0,,0.218,2.13,,102.8,0.009266,9.22859,0.83,0.0895,89.95,738.0,70.24,39.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2715,0.3912,7.0293927,7.647776,5.7,1,122.0,1.0,11111111111111111000000000000000,,,,5533.0,4.505,-0.38,0.819,0.782,,285.50293,42.911789,14.804,15.379,14.775,14.557,14.477,13.564,13.156,13.078,0.008,19.033468,42.91114,-2.4,-2.3,0.00029,0.00025,2.37,1.19,2.65,2.29,0.92,2.47
CANDIDATE,CANDIDATE,13.8086331,141.604,2454974.604,0.0,,0.029,3.613,,207.1,0.013064,2.56528,1.09,0.1038,89.94,659.0,44.5,29.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,3.1732252,7.5048327,9.0,1,95.0,1.0,11111111111111111000000000000000,0.8095,,,5515.0,4.568,-0.44,0.761,0.782,,289.62292,44.104431,15.567,16.158,15.525,15.314,15.185,14.213,13.74,13.794,0.777,19.308205,44.10452,0.4,0.3,-0.00014,-6e-05,-0.24,0.14,0.28,-0.46,0.13,0.48
CANDIDATE,CANDIDATE,4.25907841,135.5815,2454968.581,0.0,,0.362,4.513,,28.1,0.004852,0.32638,0.7,0.0504,86.94,1253.0,583.12,6.79,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2329,0.4554,3.464876,8.861572,11.5,1,316.0,1.0,11111111111111111000000000000000,0.9508,,,5560.0,4.173,0.1,1.316,0.942,,289.77121,44.139969,12.832,13.312,12.78,12.627,12.55,11.69,11.33,11.288,0.821,19.318068,44.13984,-0.5,-0.5,1.3e-05,6e-06,-0.35,0.31,0.47,-0.3,-0.1,0.3
CANDIDATE,CANDIDATE,64.1983721,147.98378,2454980.984,0.0,,0.347,0.934,,248.2,0.014753,576.70325,1.74,0.3034,89.95,506.0,15.49,501.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2979,0.3237,4.533944,7.2909875,6.8,1,22.0,1.0,11111111111111111000000000000000,,,,6088.0,4.329,-0.46,1.077,0.901,,290.38025,45.445419,13.839,14.254,13.79,13.662,13.559,12.706,12.396,12.331,0.286,19.358719,45.44547,1.3,0.2,-0.00017,-2e-05,0.19,-0.7,0.76,0.1,-0.7,0.72
CANDIDATE,CANDIDATE,82.78482,141.3871,2454974.387,0.0,,0.682,7.52,,190.4,0.013391,0.6913,2.16,0.3793,89.38,501.0,14.88,63.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,3.017668,7.2784195,8.4,1,16.0,1.0,11111111111111111000000000000000,0.3763,,,5749.0,4.123,0.16,1.48,1.059,,295.55292,45.473431,14.909,15.447,14.886,14.679,14.587,13.626,13.283,13.173,0.674,19.703559,45.47329,1.2,-0.5,-0.0002,5e-05,2.94,1.17,3.17,2.97,1.13,3.2
CANDIDATE,CANDIDATE,2.4376438,132.1228,2454965.123,0.0,,0.112,1.587,,27.1,0.004757,5.14395,0.79,0.0368,89.45,1686.0,1909.13,11.734,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,4.6336856,7.4765196,8.8,1,553.0,1.0,11111111111111111000000000000000,0.689,,,5927.0,4.117,0.12,1.53,1.118,,287.76895,46.83194,12.66,13.062,12.624,12.487,12.466,11.603,11.319,11.299,0.067,19.184572,46.83224,-0.9,1.1,2.5e-05,-3.1e-05,0.92,0.29,0.96,0.9,0.08,0.9
CANDIDATE,CANDIDATE,0.721522907,131.7091421,2454964.709,0.0,,0.831,1.4521,,22528.0,0.161792,1.2208,11.04,0.0134,75.08,1475.0,1115.99,3.227,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1908,0.5172,81.1202,1239.1422,815.3,1,1849.0,1.0,11111111111111111000000000000000,0.0811,,,4893.0,4.634,-0.7,0.625,0.614,,288.49091,46.804989,15.069,15.832,15.024,14.742,14.52,13.45,12.935,12.832,0.0,19.23273534,46.8049672,0.2714,-0.0821,-0.0021,0.0016,0.381,-0.273,0.469,0.445,-0.214,0.493
CANDIDATE,CANDIDATE,19.1644498,141.3045,2454974.305,0.0,,0.525,3.553,,63.8,0.007503,2.29474,1.83,0.1538,89.15,988.0,225.26,35.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3671,3.0137181,7.549375,8.9,1,72.0,1.0,11111111111111111000000000000000,0.5459,,,5877.0,3.86,0.2,2.234,1.319,,295.04248,46.863991,13.314,13.687,13.279,13.154,13.115,12.256,11.953,11.901,0.0,19.669437,46.86305,-2.3,-3.4,0.000207,0.000197,-2.28,-0.85,2.44,-2.24,-0.97,2.44
CANDIDATE,CANDIDATE,4.15736472,132.85855,2454965.859,0.0,,0.226,2.217,,200.7,0.012759,3.10422,1.09,0.0471,89.09,931.0,178.03,14.16,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2043,0.4966,3.3323915,8.590011,11.2,1,256.0,1.0,11111110111011101000000000000000,0.7257,,,5183.0,4.558,-0.08,0.782,0.806,,286.40033,48.521961,15.517,16.224,15.467,15.214,15.098,14.109,13.644,13.571,0.974,19.093357,48.52188,0.0,-0.3,-1e-05,3e-05,0.39,-0.13,0.41,0.56,-0.17,0.59
CANDIDATE,CANDIDATE,2.012094,131.5688,2454964.569,0.0,,0.066,2.157,,74.8,0.00782,1.73802,0.99,0.0309,89.47,1523.0,1274.27,7.1917,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,3.4261353,7.517123,9.1,2,632.0,2.0,11111111111111111000000000000000,0.3157,,,5633.0,4.296,0.16,1.162,0.973,,298.40137,44.838181,14.927,15.551,14.876,14.659,14.544,13.586,13.206,13.104,0.003,19.893413,44.83898,-0.4,2.9,1e-05,-0.00022,0.3,0.3,0.4,0.2,0.1,0.3
CANDIDATE,CANDIDATE,9.4767057,134.7294,2454967.729,0.0,,0.003,3.893,,230.5,0.013848,1.4141,1.38,0.0879,89.99,841.0,118.13,18.86,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,3.1325989,8.125606,8.6,2,133.0,2.0,01111111111111111000000000000000,0.3745,,,5911.0,4.519,-0.1,0.914,1.006,,292.25464,37.97142,15.761,16.303,15.723,15.529,15.447,14.507,14.172,14.081,0.172,19.483697,37.9715,2.3,0.3,-0.00048,-0.00021,0.8,1.48,1.68,0.7,1.3,1.49
CANDIDATE,CANDIDATE,6.65171459,137.6781,2454970.678,0.0,,0.408,2.325,,151.5,0.011219,3.54224,0.84,0.0628,88.85,713.0,61.01,20.23,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1646,0.5508,3.2230694,8.288979,10.0,2,191.0,2.0,11111111111111111000000000000000,0.7969,,,4889.0,4.637,-0.22,0.686,0.759,,290.26028,38.354988,14.976,15.758,14.928,14.641,14.49,13.477,12.907,12.831,0.121,19.350657,38.35534,-1.2,1.3,0.00016,-0.00019,-0.05,-0.45,0.45,-0.2,-0.4,0.4
CANDIDATE,CANDIDATE,208.54335,230.9934,2455063.993,0.0,,0.001,9.851,,614.6,0.022302,1.96553,2.84,0.6732,90.0,321.0,2.52,165.32,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,4.4664793,8.2273445,10.4,3,4.0,3.0,11111111111111111000000000000000,0.2262,,,5533.0,4.275,0.16,1.166,0.934,,289.66489,50.020039,15.254,15.746,15.227,15.043,14.959,14.037,13.69,13.604,0.016,19.310977,50.01917,-0.5,-3.1,0.0005,0.0017,-1.6,2.2,2.7,-1.5,2.2,2.7
CANDIDATE,CANDIDATE,17.7189786,138.8021,2454971.802,0.0,,0.05,4.102,,176.8,0.011983,2.23628,1.44,0.1304,89.91,713.0,61.01,33.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,2.8445556,7.94524,9.7,2,76.0,2.0,11111111111111111000000000000000,0.3778,,,5566.0,4.329,0.14,1.099,0.938,,294.69406,45.86684,15.246,15.77,15.201,15.022,14.958,14.027,13.709,13.621,0.0,19.646265,45.8658,-0.2,-3.8,3e-05,0.00061,0.2,0.17,0.26,0.15,0.19,0.24
CANDIDATE,CANDIDATE,5.0395851,133.828,2454966.828,0.0,,0.1968,4.556,,70.1,0.007685,0.43736,0.78,0.0552,88.81,1067.0,306.35,8.37,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2901,0.3468,3.265298,7.9198947,9.6,2,263.0,2.0,11111111111111111000000000000000,,,,5912.0,4.453,-0.38,0.924,0.884,,286.54041,38.3326,14.634,15.123,14.603,14.424,14.362,13.461,13.144,13.047,0.584,19.102667,38.33257,-1.1,-0.1,5e-05,-3e-05,-0.67,0.4,0.78,-0.73,0.3,0.78
CANDIDATE,CANDIDATE,7.64370363,137.87526,2454970.875,0.0,,0.785,2.738,,70.9,0.008476,0.80132,1.85,0.0819,86.67,1334.0,748.7,13.53,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2904,0.3534,2.768338,8.173433,13.2,3,144.0,3.0,11111111111111111000000000000000,0.9559,,,6120.0,3.934,0.02,2.0,1.251,,300.31619,45.49538,13.266,13.985,13.232,12.957,,11.897,11.61,11.514,0.239,20.021065,45.49562,-0.6,0.9,4.9e-05,-5.6e-05,-2.44,1.0,2.65,-2.44,0.9,2.59
CANDIDATE,CANDIDATE,5.11683678,133.9134,2454966.913,0.0,,0.286,3.119,,161.4,0.011703,1.30495,1.16,0.0582,88.65,1039.0,275.15,12.18,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2916,0.3447,2.9389906,8.210594,9.2,1,168.0,1.0,00011011101110111000000000000000,0.8111,,,5955.0,4.52,-0.16,0.91,0.999,,295.73334,38.792011,15.221,15.739,15.175,14.999,14.902,13.987,13.637,13.583,0.0,19.715598,38.7925,1.8,1.8,8e-05,-0.00047,-5.5,0.35,5.5,-0.42,-0.4,0.58
CANDIDATE,CANDIDATE,16.1191449,146.7978,2454979.798,0.0,,0.6704,3.039,,262.2,0.015667,2.15332,1.34,0.1125,88.81,619.0,34.7,30.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2442,0.4378,6.5093055,7.203212,8.2,1,70.0,1.0,11111111111111000000000000000,,,,5319.0,4.514,-0.38,0.783,0.729,,286.54742,40.150539,15.696,16.373,15.659,15.406,15.267,14.326,13.869,13.796,0.0,19.10317,40.15039,0.3,-0.5,-0.00048,0.00068,1.22,-0.37,1.28,-4.6,6.8,8.2
CANDIDATE,CANDIDATE,17.9925973,135.4545,2454968.454,0.0,,0.678,2.762,,198.5,0.013684,3.08292,1.62,0.133,88.96,748.0,73.97,37.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,3.1917853,8.11998,8.7,1,57.0,1.0,11110111011101110000000000000000,0.4462,,,5931.0,4.351,-0.14,1.087,0.967,,283.13373,40.852421,14.604,15.096,14.571,14.392,14.362,13.462,13.117,13.057,0.127,18.875638,40.85227,2.3,-0.6,-0.0005,8e-05,0.1,0.45,0.46,0.1,0.54,0.56
CANDIDATE,CANDIDATE,74.371666,187.379,2455020.379,0.0,,0.6894,12.59,,102.8,0.009895,0.12643,2.39,0.3445,88.81,767.0,81.88,33.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2959,0.2802,5.3203716,8.680529,12.1,1,5.0,4.0,11111111111111111000000000000000,,,,6865.0,3.742,-2.02,2.211,0.983,,291.04001,40.84993,11.319,11.489,11.262,11.158,11.107,10.34,10.097,10.05,0.597,19.4026636,40.85005,-0.15,0.43,9e-06,-3.7e-05,0.94,-1.24,1.56,0.95,-1.38,1.68
CANDIDATE,CANDIDATE,19.164111,139.8244,2454972.824,0.0,,0.805,2.773,,215.9,0.015058,1.79744,1.11,0.1269,88.59,519.0,17.12,32.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1908,0.5172,2.890328,7.632137,8.1,1,68.0,1.0,11111111111111111000000000000000,0.6412,,,5103.0,4.65,-0.4,0.674,0.747,,291.09485,42.002918,15.455,16.128,15.4,15.166,15.03,14.007,13.557,13.473,0.001,19.406359,42.0039,1.4,3.5,-0.00026,-0.00072,-1.3,-2.7,3.0,-1.2,-2.7,2.9
CANDIDATE,CANDIDATE,13.5164708,144.0259,2454977.026,0.0,,0.1593,2.628,,140.1,0.010754,6.24592,0.88,0.1036,89.95,645.0,40.81,39.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2588,0.4139,5.8409424,8.0853,7.1,1,101.0,1.0,11111111111111111000000000000000,,,,5442.0,4.6,-0.34,0.747,0.811,,296.91513,42.905079,15.087,15.69,15.041,14.828,14.716,13.735,13.342,13.317,0.0,19.794453,42.90505,4.4,-0.1,-0.00065,2e-05,-0.38,-2.6,2.7,-0.48,-2.7,2.7
CANDIDATE,CANDIDATE,4.83014159,134.64407,2454967.644,0.0,,0.034,0.957,,192.0,0.012676,48.2389,1.3,0.0549,89.95,1039.0,275.02,39.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,4.072043,8.7853,11.7,1,278.0,1.0,11111111111111111000000000000000,0.8654,,,5693.0,4.467,-0.02,0.939,0.943,,296.69574,44.150761,14.991,15.572,14.939,14.743,14.635,13.773,13.366,13.339,0.0,19.779675,44.15123,-1.6,1.7,0.00047,-0.00044,-1.49,1.41,2.05,-1.27,1.27,1.79
CANDIDATE,CANDIDATE,2.41194057,133.01849,2454966.018,0.0,,0.579,1.787,,67.3,0.007779,2.02488,1.35,0.0355,86.11,1654.0,1771.98,8.54,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2329,0.4554,4.3328743,9.411102,10.6,1,551.0,1.0,11111111111111111000000000000000,0.2925,,,5598.0,4.045,0.12,1.594,1.028,,298.88669,44.11586,14.106,14.634,14.059,13.879,13.758,12.861,12.5,12.435,,19.925815,44.1157,1.4,-0.6,-9.9e-05,,0.6,0.35,0.7,0.2,0.7,0.74
CANDIDATE,CANDIDATE,0.800263219,132.06684,2454965.067,0.0,,0.16,0.729,,170.5,0.011898,17.51022,0.77,0.014,88.91,1240.0,561.84,8.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5738,4.13269,9.91632,13.2,1,1666.0,1.0,11111111111111111000000000000000,0.9368,,,4336.0,4.656,-0.46,0.59,0.574,,284.77267,44.249371,15.695,16.772,15.588,15.233,14.968,13.799,13.21,13.094,,18.984863,44.24905,0.7,-1.2,-0.00013,,-0.47,-0.29,0.55,-0.49,-0.41,0.64
CANDIDATE,CANDIDATE,441.17369,374.0092,2455207.009,0.0,,0.3151,14.82,,702.0,0.024204,1.05781,2.27,1.1175,89.95,217.0,0.52,222.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2454,0.4317,5.9118223,7.7485847,11.5,1,3.0,1.0,1111111111111111000000000000000,,,,5610.0,4.551,0.0,0.858,0.953,,290.30801,45.598412,15.632,16.202,15.537,15.389,15.251,14.272,13.888,13.893,0.156,19.353929,45.59836,2.3,-0.2,-0.0013,0.0003,0.9,0.24,0.9,1.1,0.42,1.2
CANDIDATE,CANDIDATE,19.2532128,144.8407,2454977.841,0.0,,0.247,1.674,,219.3,0.013663,32.90162,1.42,0.1423,89.84,692.0,54.13,86.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,3.4236083,7.6407785,7.4,1,72.0,1.0,11111111111111111000000000000000,0.7318,,,6060.0,4.495,-0.14,0.953,1.036,,287.46475,46.96841,15.362,15.81,15.31,15.169,15.104,14.239,13.887,13.804,0.007,19.164299,46.96923,-0.7,2.9,0.00016,-0.00049,-2.22,0.12,2.23,-2.16,0.14,2.17
CANDIDATE,CANDIDATE,14.1011023,133.4744,2454966.474,0.0,,0.071,4.513,,108.2,0.0096,1.32322,1.26,0.122,89.83,904.0,157.56,24.05,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3103,0.2947,3.02581,7.9047475,8.1,1,95.0,1.0,11111111111111111000000000000000,0.205,,,6534.0,4.365,-0.06,1.199,1.219,,295.08221,46.941711,15.105,15.467,15.051,14.95,14.888,14.023,13.749,13.702,0.315,19.672088,46.94177,-2.2,0.2,0.00023,-2e-05,-1.6,1.25,2.03,-1.6,1.39,2.1
CANDIDATE,CANDIDATE,1.817079849,131.90509,2454964.905,0.0,,0.276,0.889,,204.6,0.013225,20.28431,1.39,0.0299,88.96,1454.0,1056.39,15.24,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,3.0514991,8.821142,10.8,1,734.0,1.0,11111111111111111000000000000000,0.8842,,,5808.0,4.503,0.21,0.963,1.077,,282.55869,48.63097,15.591,16.116,15.483,15.366,15.257,14.389,14.079,13.982,0.093,18.83725,48.63154,0.1,2.0,-7e-05,-0.00027,-0.17,0.31,0.36,-0.11,0.3,0.32
CANDIDATE,CANDIDATE,5.15998178,132.69545,2454965.695,0.0,,1.306,3.356,,412.4,0.326958,0.01975,19.07,0.048,64.45,574.0,25.63,3.03,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2238,0.5081,4.013251,9.574152,9.9,1,261.0,1.0,11111111111111111000000000000000,0.9658,,,3900.0,4.727,-0.1,0.534,0.555,,295.83051,48.602261,15.949,17.356,16.011,15.346,15.029,13.765,13.053,12.94,0.0,19.722054,48.60279,0.7,1.91,-0.00014,-0.00098,-0.03,0.54,0.54,0.1,0.49,0.51
CANDIDATE,CANDIDATE,23.3787733,143.2743,2454976.274,0.0,,0.2093,6.76,,76.0,0.008025,0.61256,0.92,0.164,89.38,694.0,54.98,26.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3248,5.658246,7.4933667,8.1,1,58.0,1.0,11111111111111111000000000000000,,,,6210.0,4.424,-0.1,1.054,1.07,,288.29788,51.326519,13.853,14.233,13.789,13.69,13.653,12.746,12.472,12.422,0.142,19.219897,51.32707,1.3,2.0,-0.0001,-0.00011,-0.06,1.6,1.6,0.07,1.7,1.7
CANDIDATE,CANDIDATE,15.09984259,140.82,2454973.82,0.0,,0.9711,0.222,,484.8,0.057838,854.08398,4.11,0.1028,89.95,576.0,25.98,217.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4179,6.8311234,7.632046,6.7,1,88.0,1.0,11111111111111111000000000000000,,,,5191.0,4.615,-0.84,0.65,0.635,,290.54504,51.32362,15.37,16.026,15.348,15.089,14.932,13.921,13.403,13.409,0.0,19.369746,51.32474,2.5,4.0,-0.00119,-0.00158,2.8,-0.2,2.8,2.8,-0.1,2.8
CANDIDATE,CANDIDATE,15.3416245,134.98686,2454967.987,0.0,,0.0481,2.126,,269.6,0.014618,14.02587,1.3,0.1109,89.95,605.0,31.63,55.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1634,0.5539,5.5530195,7.8532743,9.2,1,87.0,1.0,11111111111111111000000000000000,,,,5061.0,4.504,0.0,0.814,0.771,,296.28311,51.404362,14.813,15.565,14.75,14.49,14.363,13.355,12.829,12.806,0.002,19.752289,51.4042,2.7,-0.6,-0.0006,0.00046,0.09,-0.49,0.5,0.22,-0.19,0.29
CANDIDATE,CANDIDATE,21.980467,150.728,2454983.728,0.0,,0.417,4.78,,96.0,0.009047,1.31829,0.92,0.1448,89.26,625.0,36.07,32.29,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,3.6462,8.091769,10.1,1,62.0,1.0,11111111111111111000000000000000,0.0347,,,5573.0,4.418,-0.18,0.936,0.837,,289.82422,51.552029,13.852,14.398,13.797,13.618,13.539,12.613,12.234,12.178,0.0,19.321597,51.55117,-0.6,-3.1,0.0,0.00029,1.58,-2.35,2.83,1.12,-2.64,2.86
CANDIDATE,CANDIDATE,7.23524221,135.23173,2454968.232,0.0,,0.182,2.685,,60.0,0.007012,3.06646,0.82,0.0716,89.49,948.0,191.14,20.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,5.8705406,9.036653,15.2,5,137.0,5.0,11111111111111111000000000000000,0.0797,,,5574.0,4.354,0.12,1.065,0.933,,285.72849,42.65453,12.639,13.122,12.586,12.432,12.373,11.421,11.034,10.989,0.153,19.04856,42.65475,-0.26,0.8,1e-05,-5e-05,-0.36,0.7,0.8,-0.42,0.5,0.7
CANDIDATE,CANDIDATE,10.72900793,134.68026,2454967.68,0.0,,0.2652,0.696,,404.3,0.018606,255.31165,1.78,0.0944,89.95,722.0,64.33,115.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2004,0.5068,3.1186843,8.084709,10.1,3,126.0,2.0,11111111111111111000000000000000,,,,5375.0,4.541,0.3,0.876,0.972,,286.05243,39.09605,15.188,15.855,15.093,14.901,14.766,13.791,13.372,13.271,0.675,19.070156,39.09581,-0.2,-0.9,7e-05,0.00037,-0.19,0.15,0.24,-0.19,0.22,0.29
CANDIDATE,CANDIDATE,8.19619768,135.10435,2454968.104,0.0,,0.781,2.109,,197.4,0.014232,2.0003,1.55,0.0758,87.67,851.0,123.81,19.22,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,2.872303,7.277291,9.3,3,164.0,2.0,11111111111111111000000000000000,0.6683,,,5323.0,4.378,0.16,0.995,0.862,,286.05243,39.09605,15.188,15.855,15.093,14.901,14.766,13.791,13.372,13.271,0.96,19.070154,39.09595,-0.3,-0.4,3e-05,3e-05,-0.73,0.83,1.1,-0.75,0.88,1.16
CANDIDATE,CANDIDATE,5.215752,133.404,2454966.404,0.0,,0.729,1.13,,46.8,0.00678,10.19417,0.83,0.0628,88.29,1156.0,422.67,24.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3022,0.3344,3.3118377,7.806796,5.1,2,247.0,2.0,11111111111111111000000000000000,0.8856,,,6202.0,4.422,0.21,1.122,1.213,,287.41006,39.65868,12.692,12.965,12.624,12.575,12.576,11.727,11.527,11.473,0.002,19.160615,39.65838,-2.3,-1.1,9.9e-05,4.1e-05,-0.78,0.56,1.0,-0.88,0.44,0.98
CANDIDATE,CANDIDATE,10.0714369,140.0456,2454973.046,0.0,,0.006,6.891,,49.5,0.00645,0.26567,1.98,0.098,89.97,1362.0,814.46,11.25,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2841,0.3542,4.5318165,7.281437,10.8,1,136.0,1.0,11111111111111111000000000000000,0.9973,,,5768.0,3.633,-0.54,2.81,1.236,,287.22351,38.817612,13.472,14.025,13.447,13.234,13.12,12.213,11.902,11.823,0.015,19.148273,38.81709,1.6,-1.9,-7.1e-05,8e-05,0.39,-1.3,1.36,0.41,-1.28,1.34
CANDIDATE,CANDIDATE,4.37198905,131.90923,2454964.909,0.0,,0.177,2.177,,103.7,0.009309,3.51415,0.93,0.0515,89.34,1085.0,327.65,15.26,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,3.0517602,8.651935,9.9,2,308.0,1.0,11111111111111111000000000000000,0.3706,,,5823.0,4.489,-0.14,0.919,0.951,,291.93356,38.827202,14.701,15.229,14.659,14.475,14.403,13.512,13.118,13.123,0.34,19.462208,38.8275,-1.2,1.1,0.00013,-8e-05,0.39,1.61,1.66,0.37,1.88,1.91
CANDIDATE,CANDIDATE,6.72876606,134.0424,2454967.042,0.0,,0.5757,2.277,,117.4,0.010286,2.75829,1.03,0.0686,88.24,940.0,184.66,18.76,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2752,0.3785,3.379409,7.775824,7.8,2,195.0,2.0,11111111111111111000000000000000,,,,5823.0,4.489,-0.14,0.919,0.951,,291.93356,38.827202,14.701,15.229,14.659,14.475,14.403,13.512,13.118,13.123,0.001,19.462148,38.82743,-3.8,0.8,0.00041,-6e-05,-0.4,-1.1,1.2,-0.38,-0.9,1.0
CANDIDATE,CANDIDATE,3.09383248,132.75691,2454965.757,0.0,,0.356,1.576,,373.7,0.017764,5.78906,1.32,0.0378,88.57,998.0,233.91,14.31,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,3.419556,8.469138,9.7,1,282.0,1.0,00011011101110111000000000000000,0.055,,,5327.0,4.646,-0.5,0.681,0.772,,295.92456,38.876968,15.896,16.547,15.855,15.616,15.469,14.53,14.011,13.935,0.002,19.728402,38.876957,4.15,-0.05,-0.00014,-0.00018,-3.39,0.15,3.39,3.27,0.64,3.34
CANDIDATE,CANDIDATE,14.05652256,136.7555724,2454969.756,,,,2.56,,,,,,,,,,,,,,,,6.2966743,7.3308415,,1,77.0,1.0,11111011101110111000000000000000,,,,,,,,,,294.6561,40.13726,13.697,14.221,13.62,13.473,13.342,12.405,12.074,12.025,0.345,19.643757,40.1369,0.7,-1.3,-5e-05,9e-05,-1.7,-1.34,2.16,-1.7,-1.28,2.13
